category,kernels,venue,year,title,authors,platform,approach,confidence,cited_by,doi,dblp_url,oa_url,one_liner,artifact_status,artifact_url,artifact_stars,artifact_license,artifact_last_push
Compression kernels,entropy encoding (ADT-FSE),SC,2023,ADT-FSE: A New Encoder for SZ,Tao Lu 0014; Yu Zhong; Zibin Sun; Xiang Chen 0028; You Zhou 0009; Fei Wu 0005 et al.,cpu,algorithmic,high,8,10.1145/3581784.3607044,https://dblp.org/rec/conf/sc/LuZSCZWYHY23,,"ADT-FSE: adaptive transcoding + FSE entropy encoder for SZ, up to 8x faster decompression",none,,0,,
Compression kernels,error-bounded lossy compression,SC,2023,cuSZp: An Ultra-fast GPU Error-bounded Lossy Compression Framework with Optimized End-to-End Performance,Yafan Huang; Sheng Di; Xiaodong Yu 0001; Guanpeng Li; Franck Cappello,nvidia-gpu,manual,high,48,10.1145/3581784.3607048,https://dblp.org/rec/conf/sc/HuangD0LC23,,"cuSZp: single-kernel fused GPU lossy compressor, 95.5x faster end-to-end than cuSZ",verified,https://github.com/szcompressor/cuSZp,68,NOASSERTION,2026-06-10
Compression kernels,error-bounded lossy compression; AMR compression,HPDC,2022,TAC: Optimizing Error-Bounded Lossy Compression for Three-Dimensional Adaptive Mesh Refinement Simulations,Daoce Wang; Jesus Pulido; Pascal Grosset; Sian Jin; Jiannan Tian; James P. Ahrens et al.,cpu,algorithmic,medium,12,10.1145/3502181.3531458,https://dblp.org/rec/conf/hpdc/WangPGJTAT22,https://dl.acm.org/doi/pdf/10.1145/3502181.3531458,"Dimension-aware error-bounded lossy compression for 3D AMR data, up to 3.3x better ratio",verified,https://github.com/hipdac-lab/3dAMRcomp,0,,
Unstructured mesh / AMR / PIC,error-bounded lossy compression; AMR compression,HPDC,2022,TAC: Optimizing Error-Bounded Lossy Compression for Three-Dimensional Adaptive Mesh Refinement Simulations,Daoce Wang; Jesus Pulido; Pascal Grosset; Sian Jin; Jiannan Tian; James P. Ahrens et al.,cpu,algorithmic,medium,12,10.1145/3502181.3531458,https://dblp.org/rec/conf/hpdc/WangPGJTAT22,https://dl.acm.org/doi/pdf/10.1145/3502181.3531458,"Dimension-aware error-bounded lossy compression for 3D AMR data, up to 3.3x better ratio",verified,https://github.com/hipdac-lab/3dAMRcomp,0,,
Compression kernels,error-bounded lossy compression; SZx,HPDC,2022,Ultrafast Error-bounded Lossy Compression for Scientific Datasets,Xiaodong Yu 0001; Sheng Di; Kai Zhao 0008; Jiannan Tian; Dingwen Tao; Xin Liang 0001 et al.,cpu; nvidia-gpu,algorithmic,high,33,10.1145/3502181.3531473,https://dblp.org/rec/conf/hpdc/YuDZTT0C22,,"SZx ultrafast error-bounded lossy compressor, 2-16x faster than SZ/ZFP on CPU and GPU",none,,0,,
Compression kernels,lossy compression; Huffman coding,ICS,2022,CEAZ: accelerating parallel I/O via hardware-algorithm co-designed adaptive lossy compression,Chengming Zhang 0006; Sian Jin; Tong Geng; Jiannan Tian; Ang Li 0006; Dingwen Tao,fpga,manual,high,8,10.1145/3524059.3532362,https://dblp.org/rec/conf/ics/0006JGTLT22,https://dl.acm.org/doi/pdf/10.1145/3524059.3532362,"CEAZ: FPGA SZ-family adaptive lossy compression, 2.3x throughput / 3x ratio over prior FPGA compressor",verified,https://github.com/szcompressor/CEAZ,6,NOASSERTION,2021-06-17
Compression kernels,Huffman decoding,IPDPS,2022,Optimizing Huffman Decoding for Error-Bounded Lossy Compression on GPUs,Cody Rivera; Sheng Di; Jiannan Tian; Xiaodong Yu 0001; Dingwen Tao; Franck Cappello,nvidia-gpu,manual,high,9,10.1109/IPDPS53621.2022.00075,https://dblp.org/rec/conf/ipps/RiveraDTYTC22,,GPU Huffman decoder optimizations speed up cuSZ decompression by 2.43x on average,verified,https://github.com/codyjrivera/ipdps22-opthuffdec,0,,
Compression kernels,SZ-based interpolation lossy compression,SC,2022,Dynamic Quality Metric Oriented Error Bounded Lossy Compression for Scientific Datasets,Jinyang Liu 0003; Sheng Di; Kai Zhao 0008; Xin Liang 0001; Zizhong Chen; Franck Cappello,cpu,algorithmic,high,31,10.1109/SC41404.2022.00067,https://dblp.org/rec/conf/sc/LiuDZLCC22,,"QoZ: dynamic quality-metric-oriented error-bounded lossy compressor, up to 270% ratio gain vs SOTA",verified,https://github.com/robertu94/QoZ,0,,
Compression kernels,error-bounded lossy compression,TPDS,2022,Optimizing Error-Bounded Lossy Compression for Scientific Data With Diverse Constraints,Yuanjian Liu; Sheng Di; Kai Zhao 0008; Sian Jin; Cheng Wang; Kyle Chard et al.,cpu; distributed,algorithmic,high,15,10.1109/TPDS.2022.3194695,https://dblp.org/rec/journals/tpds/LiuDZJWCTFC22,https://www.osti.gov/servlets/purl/1908133,"SZ-based EBLC preserving user-defined region/precision constraints, scaled to 2100 cores",none,,0,,
Compression kernels,Huffman encoding,IPDPS,2021,Revisiting Huffman Coding: Toward Extreme Performance on Modern GPU Architectures,Jiannan Tian; Cody Rivera; Sheng Di; Jieyang Chen; Xin Liang 0001; Dingwen Tao et al.,nvidia-gpu; cpu,manual,high,37,10.1109/IPDPS49936.2021.00097,https://dblp.org/rec/conf/ipps/TianRDCLTC21,,"Parallel GPU Huffman encoder (codebook construction + reduction-based merge), up to 6.8x over prior GPU encoders.",none,,0,,
Parallel primitives,Huffman encoding,IPDPS,2021,Revisiting Huffman Coding: Toward Extreme Performance on Modern GPU Architectures,Jiannan Tian; Cody Rivera; Sheng Di; Jieyang Chen; Xin Liang 0001; Dingwen Tao et al.,nvidia-gpu; cpu,manual,high,37,10.1109/IPDPS49936.2021.00097,https://dblp.org/rec/conf/ipps/TianRDCLTC21,,"Parallel GPU Huffman encoder (codebook construction + reduction-based merge), up to 6.8x over prior GPU encoders.",none,,0,,
Compression kernels,multilevel progressive data decomposition,SC,2021,"Error-controlled, progressive, and adaptable retrieval of scientific data with multilevel decomposition",Xin Liang 0001; Qian Gong; Jieyang Chen; Ben Whitney; Lipeng Wan 0001; Qing Liu 0002 et al.,cpu; distributed,algorithmic,medium,27,10.1145/3458817.3476179,https://dblp.org/rec/conf/sc/0001GCWW0PAPK21,https://www.osti.gov/biblio/1855631,"Multilevel error-bounded data refactoring/retrieval framework, 64% less data retrieved",verified,https://github.com/CODARcode/MGARD,49,Apache-2.0,2026-02-05
Compression kernels,SZ lossy compression,SC,2021,Resilient error-bounded lossy compressor for data transfer,Sihuan Li; Sheng Di; Kai Zhao 0008; Xin Liang 0001; Zizhong Chen; Franck Cappello,cpu,algorithmic,high,17,10.1145/3458817.3476195,https://dblp.org/rec/conf/sc/LiDZLCC21,https://dl.acm.org/doi/pdf/10.1145/3458817.3476195,Resilient SZ-based lossy compressor with algorithm-based fault tolerance for scientific data transfer,none,,0,,
Compression kernels,lossless floating-point compression,SC,2021,ndzip-gpu: efficient lossless compression of scientific floating-point data on GPUs,Fabian Knorr; Peter Thoman; Thomas Fahringer,nvidia-gpu,manual,high,25,10.1145/3458817.3476224,https://dblp.org/rec/conf/sc/KnorrTF21,https://zenodo.org/record/7274531,ndzip-gpu: high-throughput lossless compression of scientific floating-point data on GPUs,none,,0,,
Compression kernels,error-bounded lossy compression; SZ,HPDC,2020,Significantly Improving Lossy Compression for HPC Datasets with Second-Order Prediction and Parameter Optimization,Kai Zhao 0008; Sheng Di; Xin Liang 0001; Sihuan Li; Dingwen Tao; Zizhong Chen et al.,cpu; distributed,algorithmic,high,74,10.1145/3369583.3392688,https://dblp.org/rec/conf/hpdc/ZhaoDLLTCC20,https://dl.acm.org/doi/pdf/10.1145/3369583.3392688,2nd-order prediction + parameter optimization boosting SZ compression ratio up to 46%,verified,https://github.com/hpdslab/SZauto,0,,
Compression kernels,SZ lossy compression,PPoPP,2020,waveSZ: a hardware-algorithm co-design of efficient lossy compression for scientific data,Jiannan Tian; Sheng Di; Chengming Zhang 0006; Xin Liang 0001; Sian Jin; Dazhao Cheng et al.,fpga,manual,high,25,10.1145/3332466.3374525,https://dblp.org/rec/conf/ppopp/TianDZLJCTC20,,"waveSZ: FPGA wavefront-layout co-design of SZ lossy compression, 6.9-8.7x throughput",none,,0,,
Compression kernels,SZ lossy compression; Huffman decoding,TPDS,2020,Performance Optimization for Relative-Error-Bounded Lossy Compression on Scientific Data,Xiangyu Zou; Tao Lu 0014; Wen Xia; Xuan Wang 0002; Weizhe Zhang; Haijun Zhang 0002 et al.,cpu,algorithmic,high,18,10.1109/TPDS.2020.2972548,https://dblp.org/rec/journals/tpds/ZouLXWZZDTC20,https://www.osti.gov/biblio/1603491,"Precomputation/table-lookup speedups for SZ relative-error-bounded lossy compression, ~40-80% faster.",none,,0,,
Dense linear algebra,PolyBench kernels; TSVC loops,ASPLOS,2026,LOOPRAG: Enhancing Loop Transformation Optimization with Retrieval-Augmented Large Language Models,Yijie Zhi; Yayu Cao; Jianhua Dai 0004; Xiaoyang Han; Jingwen Pu; Qinran Wu et al.,cpu,codegen,medium,1,10.1145/3779212.3790183,https://dblp.org/rec/conf/asplos/ZhiCDHPWCC26,https://doi.org/10.1145/3779212.3790183,RAG-guided LLM loop-transformation optimizer; up to 14x over Polly/Graphite-class compilers on PolyBench/TSVC.,none,,0,,
Stencil / structured-grid PDE,PolyBench kernels; TSVC loops,ASPLOS,2026,LOOPRAG: Enhancing Loop Transformation Optimization with Retrieval-Augmented Large Language Models,Yijie Zhi; Yayu Cao; Jianhua Dai 0004; Xiaoyang Han; Jingwen Pu; Qinran Wu et al.,cpu,codegen,medium,1,10.1145/3779212.3790183,https://dblp.org/rec/conf/asplos/ZhiCDHPWCC26,https://doi.org/10.1145/3779212.3790183,RAG-guided LLM loop-transformation optimizer; up to 14x over Polly/Graphite-class compilers on PolyBench/TSVC.,none,,0,,
Dense linear algebra,matrix chain multiplication; BLAS/LAPACK kernel sequencing,CGO,2026,Compilation of Generalized Matrix Chains with Symbolic Sizes,Francisco López; Lars Karlsson; Paolo Bientinesi,cpu,codegen,high,0,10.1109/CGO68049.2026.11395236,https://dblp.org/rec/conf/cgo/LopezKB26,,Multi-versioning codegen selects near-optimal BLAS/LAPACK kernel sequences for symbolic-size matrix chains,verified,https://github.com/HPAC/gmc_code_gen,0,,
Dense linear algebra,GEMM; FlashAttention; MoE,CGO,2026,Hexcute: A Compiler Framework for Automating Layout Synthesis in GPU Programs,Xiao Zhang; Yaoyao Ding; Bolin Sun; Yang Hu; Tatiana Shpeisman; Gennady Pekhimenko,nvidia-gpu,codegen,high,0,10.1109/CGO68049.2026.11395194,https://dblp.org/rec/conf/cgo/ZhangDSHSP26,,"Hexcute auto-synthesizes GPU tensor layouts, matching cuBLAS/FlashAttention, 6.46x over Triton on MoE",verified,https://github.com/hexcute/hexcute-bench,4,,2025-12-21
ML kernels (HPC-crossing),GEMM; FlashAttention; MoE,CGO,2026,Hexcute: A Compiler Framework for Automating Layout Synthesis in GPU Programs,Xiao Zhang; Yaoyao Ding; Bolin Sun; Yang Hu; Tatiana Shpeisman; Gennady Pekhimenko,nvidia-gpu,codegen,high,0,10.1109/CGO68049.2026.11395194,https://dblp.org/rec/conf/cgo/ZhangDSHSP26,,"Hexcute auto-synthesizes GPU tensor layouts, matching cuBLAS/FlashAttention, 6.46x over Triton on MoE",verified,https://github.com/hexcute/hexcute-bench,4,,2025-12-21
Dense linear algebra,GEMM,CGO,2026,LEGO: A Layout Expression Language for Code Generation of Hierarchical Mapping,Amir Mohammad Tavakkoli; Cosmin E. Oancea; Mary W. Hall,nvidia-gpu,codegen,medium,1,10.1109/CGO68049.2026.11394846,https://dblp.org/rec/conf/cgo/TavakkoliOH26,,"LEGO: layout-expression codegen deriving GPU kernel indexing (Triton/MLIR/CUDA), perf competitive with Triton",none,,0,,
Dense linear algebra,ciphertext-plaintext matmul; ciphertext-ciphertext matmul,CGO,2026,PriTran: Privacy-Preserving Inference for Transformer-Based Language Models under Fully Homomorphic Encryption,Yuechen Mu; Guangli Li; Shiping Chen 0001; Jingling Xue,cpu,algorithmic,high,0,10.1109/CGO68049.2026.11395232,https://dblp.org/rec/conf/cgo/MuLCX26,,PriTran: new algorithms/data layouts speed up CKKS ciphertext matrix-multiply kernels for BERT by ~25%,none,,0,,
Dense linear algebra,GEMM,CGO,2026,Progressive Low-Precision Approximation of Tensor Operators on GPUs: Enabling Greater Trade-Offs between Performance and Accuracy,Fan Luo 0003; Guangli Li; Zhaoyang Hao; Xueying Wang 0003; Xiaobing Feng 0002; Huimin Cui et al.,nvidia-gpu,autotuning,high,0,10.1109/CGO68049.2026.11395227,https://dblp.org/rec/conf/cgo/LuoLHWFCX26,,Platensor generates tile-level mixed-precision GEMM kernels via rule-based+evolutionary search,none,,0,,
ML kernels (HPC-crossing),GEMM,CGO,2026,Progressive Low-Precision Approximation of Tensor Operators on GPUs: Enabling Greater Trade-Offs between Performance and Accuracy,Fan Luo 0003; Guangli Li; Zhaoyang Hao; Xueying Wang 0003; Xiaobing Feng 0002; Huimin Cui et al.,nvidia-gpu,autotuning,high,0,10.1109/CGO68049.2026.11395227,https://dblp.org/rec/conf/cgo/LuoLHWFCX26,,Platensor generates tile-level mixed-precision GEMM kernels via rule-based+evolutionary search,none,,0,,
Dense linear algebra,image filtering/downsampling via Tensor Cores,CGO,2026,Pushing Tensor Accelerators beyond MatMul in a User-Schedulable Language,Yihong Zhang; Derek K. Gerstmann; Andrew Adams; Maaz Bin Safeer Ahmad,nvidia-gpu; cpu,codegen,medium,0,10.1109/CGO68049.2026.11395214,https://dblp.org/rec/conf/cgo/ZhangGAA26,,"Halide-based compiler maps non-MatMul image pipelines onto tensor accelerators, 6.1x on downsampling",none,,0,,
Stencil / structured-grid PDE,image filtering/downsampling via Tensor Cores,CGO,2026,Pushing Tensor Accelerators beyond MatMul in a User-Schedulable Language,Yihong Zhang; Derek K. Gerstmann; Andrew Adams; Maaz Bin Safeer Ahmad,nvidia-gpu; cpu,codegen,medium,0,10.1109/CGO68049.2026.11395214,https://dblp.org/rec/conf/cgo/ZhangGAA26,,"Halide-based compiler maps non-MatMul image pipelines onto tensor accelerators, 6.1x on downsampling",none,,0,,
Dense linear algebra,matrix-vector product (quantized GEMV),CGO,2026,QIGen: A Kernel Generator for Inference on Nonuniformly Quantized Large Language Models,Tommaso Pegolotti; Dan Alistarh; Markus Püschel,cpu,codegen,high,0,10.1109/CGO68049.2026.11395231,https://dblp.org/rec/conf/cgo/PegolottiAP26,,QIGen generates CPU matrix-vector kernels for nonuniformly quantized LLM inference,verified,https://github.com/IST-DASLab/QIGen,28,,2023-07-13
ML kernels (HPC-crossing),matrix-vector product (quantized GEMV),CGO,2026,QIGen: A Kernel Generator for Inference on Nonuniformly Quantized Large Language Models,Tommaso Pegolotti; Dan Alistarh; Markus Püschel,cpu,codegen,high,0,10.1109/CGO68049.2026.11395231,https://dblp.org/rec/conf/cgo/PegolottiAP26,,QIGen generates CPU matrix-vector kernels for nonuniformly quantized LLM inference,verified,https://github.com/IST-DASLab/QIGen,28,,2023-07-13
Dense linear algebra,GEMM; FlashAttention,CGO,2026,Tawa: Automatic Warp Specialization for Modern GPUs with Asynchronous References,Hongzheng Chen; Bin Fan; Alexander Collins; Bastian Hagedorn; Evghenii Gaburov; Masahiro Masuda et al.,nvidia-gpu,codegen,high,0,10.1109/CGO68049.2026.11394849,https://dblp.org/rec/conf/cgo/ChenFCHGMBSKZG26,,"Tawa auto-generates warp-specialized GPU kernels, matching cuBLAS GEMM and CUTLASS FlashAttention-3",none,,0,,
ML kernels (HPC-crossing),GEMM; FlashAttention,CGO,2026,Tawa: Automatic Warp Specialization for Modern GPUs with Asynchronous References,Hongzheng Chen; Bin Fan; Alexander Collins; Bastian Hagedorn; Evghenii Gaburov; Masahiro Masuda et al.,nvidia-gpu,codegen,high,0,10.1109/CGO68049.2026.11394849,https://dblp.org/rec/conf/cgo/ChenFCHGMBSKZG26,,"Tawa auto-generates warp-specialized GPU kernels, matching cuBLAS GEMM and CUTLASS FlashAttention-3",none,,0,,
Dense linear algebra,eigensolver; polynomial filtered subspace iteration,ICS,2026,AdaPolySI: Adaptive Polynomial Filtered Subspace Iteration for Hermitian Interior Eigenvalue Problems,Yuhui Ni; Xiaofei Xu; Shengguo Li; Juan Zhang; Juan Chen; Jianchun Wang et al.,,algorithmic,low,0,10.1145/3797905.3800553,https://dblp.org/rec/conf/ics/NiXLZCWR26,,Adaptive polynomial-filtered subspace iteration for Hermitian interior eigenvalues (no abstract),none,,0,,
Dense linear algebra,Cholesky factorization,ICS,2026,Non-Delayed Cholesky Factorization,Yuchen Luo; Hongyu Chen; Shaoshuai Zhang; Weifeng Liu 0002,nvidia-gpu,algorithmic,high,0,10.1145/3797905.3800554,https://dblp.org/rec/conf/ics/LuoCZL26,https://doi.org/10.1145/3797905.3800554,Non-delayed-update Cholesky factorization closing GEMM performance gap on GPU,none,,0,,
Dense linear algebra,Kernel K-means; distributed GEMM/SpGEMM primitives,IPDPS,2026,Communication-Avoiding Linear Algebraic Kernel K-Means on GPUs,Julian Bellavita; Matthew Rubino; Nakul Iyer; Andrew Chang; Aditya Devarakonda; Flavio Vella et al.,nvidia-gpu; distributed,algorithmic,high,0,10.1109/IPDPS65963.2026.00030,https://dblp.org/rec/conf/ipps/BellavitaRICDVG26,,"1.5D communication-avoiding distributed LA algorithms scale Kernel K-means to 256 GPUs, 79.7% weak-scaling eff.",verified,https://github.com/CornellHPC/Vivaldi,0,,
Sparse linear algebra,Kernel K-means; distributed GEMM/SpGEMM primitives,IPDPS,2026,Communication-Avoiding Linear Algebraic Kernel K-Means on GPUs,Julian Bellavita; Matthew Rubino; Nakul Iyer; Andrew Chang; Aditya Devarakonda; Flavio Vella et al.,nvidia-gpu; distributed,algorithmic,high,0,10.1109/IPDPS65963.2026.00030,https://dblp.org/rec/conf/ipps/BellavitaRICDVG26,,"1.5D communication-avoiding distributed LA algorithms scale Kernel K-means to 256 GPUs, 79.7% weak-scaling eff.",verified,https://github.com/CornellHPC/Vivaldi,0,,
Dense linear algebra,GEMM,IPDPS,2026,Demystifying ARM SME to Optimize General Matrix Multiplications,Chencheng Deng; Weiling Yang; Jianbin Fang; Dezun Dong,arm-cpu,manual,high,0,10.1109/IPDPS65963.2026.00102,https://dblp.org/rec/conf/ipps/DengYFD26,,"MPGEMM exploits ARM SME for multi-precision GEMM, 1.23x over Apple Accelerate on M4 Pro.",verified,https://github.com/mpgemm/MPGEMM,0,,
Dense linear algebra,GEMM; convolution,IPDPS,2026,Just-in-Time Convolution and GEMM Code Generation for SIMD Architectures,Alexandre de Limas Santana; Adrià Armejach; Marc Casas,cpu,codegen,high,0,10.1109/IPDPS65963.2026.00093,https://dblp.org/rec/conf/ipps/SantanaAC26,,"RVjit: JIT-generated vectorized GEMM/convolution microkernels for RVV/SVE, up to 1.53x over oneDNN backends.",none,,0,,
Dense linear algebra,library-call sequence fusion,IPDPS,2026,LibraryX: A Framework for Cross-Library-Call Optimization,Sanil Rao; Anant Prakash; Naifeng Zhang; Het Mankad; Franz Franchetti,nvidia-gpu; amd-gpu; intel-gpu,codegen,medium,0,10.1109/IPDPS65963.2026.00097,https://dblp.org/rec/conf/ipps/RaoPZMF26,,"LibraryX uses SPIRAL codegen to fuse cross-library call DAGs, speeding memory-bound kernels on NVIDIA/AMD/Intel GPUs.",none,,0,,
Dense linear algebra,Matvec,PPoPP,2026,A Distributed Matrix-Block-Vector Multiplication in Presence of System Performance Variability,Yuchen Ma 0001; Bin Ren 0002; Andreas Stathopoulos,distributed; cpu,manual,high,0,10.1145/3774934.3786453,https://dblp.org/rec/conf/ppopp/00010S26,,Variability-tolerant distributed matrix-block-vector multiply library beating COSMA/ScaLAPACK,none,,0,,
