venue,year,title,categories,kernels,platform,approach,confidence,cited_by,doi,one_liner,artifact_status,artifact_url,artifact_stars
IPDPS,2026,STTID: High-Performance Sparse Tensor-Train Interpolative Decomposition,sparse_la; tensor,sparse tensor-train decomposition,cpu; nvidia-gpu,algorithmic,high,0,10.1109/IPDPS65963.2026.00015,"STTID: sparsity-preserving Tensor-Train decomposition, up to 550x GPU speedup",verified,https://github.com/tensorworld/STTID,1
IPDPS,2026,TC_SpGEMM: High Performance Sparse General Matrix Multiplication with Tensor Core-Accelerated,sparse_la; dense_la,SpGEMM,nvidia-gpu,manual,high,0,10.1109/IPDPS65963.2026.00014,"Tensor Core SpGEMM via block-compressed CSR-dense reordering, up to 13.7x over baselines",none,,0
IPDPS,2026,TrioSeq: A Novel Approach to Accelerate Triplet Sequence Alignment on GPUs,primitives,triplet sequence alignment,nvidia-gpu; amd-gpu,manual,high,0,10.1109/IPDPS65963.2026.00055,"TrioSeq: fine-grained GPU 3-way sequence alignment, at least 20% faster than SOTA",none,,0
IPDPS,2026,UVVs: Identifying Unchanged Vertex Values in Evolving Graphs via Intersection-Union Analysis,graph,incremental SSSP; evolving-graph query,cpu,algorithmic,high,0,10.1109/IPDPS65963.2026.00021,Intersection-union bounds identify unchanged vertex values to speed incremental graph queries,none,,0
IPDPS,2026,cuHPX: GPU-Accelerated Differentiable Spherical Harmonic Transforms on HEALPix Grids,fft_spectral,spherical harmonic transform,nvidia-gpu,manual,high,0,10.1109/IPDPS65963.2026.00017,"cuHPX: differentiable CUDA spherical harmonic transforms on HEALPix, >20x speedup",verified,https://github.com/NVlabs/cuHPX,0
PPoPP,2026,A Diagonal Block Memory-Aware Polynomial Preconditioner for Linear and Eigenvalue Solvers,sparse_la; dense_la; solver_components,matrix-power kernel,cpu; arm-cpu,manual,high,1,10.1145/3774934.3786446,Diagonal-block matrix-power kernel optimization speeds polynomial preconditioners 18.6-34.0%,verified,https://github.com/YXJ-123/DBMPK,0
PPoPP,2026,A Distributed Matrix-Block-Vector Multiplication in Presence of System Performance Variability,dense_la,Matvec,distributed; cpu,manual,high,0,10.1145/3774934.3786453,Variability-tolerant distributed matrix-block-vector multiply library beating COSMA/ScaLAPACK,none,,0
PPoPP,2026,ASM-SpMM: Unleashing the Potential of Arm SME for Sparse Matrix Multiplication Acceleration,sparse_la; dense_la,SpMM,arm-cpu,manual,high,0,10.1145/3774934.3786422,Architecture-aware SpMM kernel exploiting Arm SME matrix acceleration for irregular sparsity,none,,0
PPoPP,2026,Accelerating Sparse Transformer Inference on GPU,ml_kernels; dense_la,masked multi-head attention; fused operators,nvidia-gpu,autotuning,high,0,10.1145/3774934.3786434,"STOF: row/block-wise sparse-attention kernels plus searched operator-fusion templates, 1.6x MHA speedup",verified,https://github.com/HeyDavid633/PPoPP26-pap161-AE,1
PPoPP,2026,DTMiner: A Data-Centric System for Efficient Temporal Motif Mining,graph,temporal motif mining,cpu,algorithmic,high,0,10.1145/3774934.3786416,DTMiner: Load-Explore-Synchronize execution model regularizing cache access for temporal motif mining,likely,https://github.com/yinling123/DTMiner,1
PPoPP,2026,DiggerBees: Depth First Search Leveraging Hierarchical Block-Level Stealing on GPUs,graph,DFS,nvidia-gpu,manual,high,1,10.1145/3774934.3786457,DiggerBees: hierarchical block-level work-stealing DFS kernel for GPUs,none,,0
PPoPP,2026,Exploiting Efficient Mapping and Pipelined Execution for Accelerating SpMV on Tensor Cores,sparse_la,SpMV,nvidia-gpu,manual,high,0,10.1145/3774934.3786441,"Drawloom: Tensor-Core SpMV via zig-zag chained sparse format, beats cuSPARSE by up to 2.95x",none,,0
PPoPP,2026,Faster and Cheaper: Pushing the Sequence Alignment Throughput with Commercial CPUs,primitives,sequence alignment; seed extension,cpu,manual,high,1,10.1145/3774934.3786421,"FastAlign: SIMD intra-query seed-extension sequence-alignment kernel, 2.3-3.3x over BWA-MEM baselines",verified,https://github.com/zzhofict/BWA-FastAlign,26
PPoPP,2026,FlashAttention-T: Towards Fully Tensorized Attention by Exploiting Tensor-Vector Parallelism,ml_kernels; dense_la,fused attention (GEMM+softmax),nvidia-gpu,manual,high,0,10.1145/3774934.3786425,FlashAttention-T: fully tensorized GEMM+softmax attention exploiting tensor-vector parallelism,verified,https://github.com/guoqiao7/FlashAttention-T,0
PPoPP,2026,HierCut: Enabling 16-bit Format Mixed Precision for Molecular Dynamics through Hierarchical Cutoff,nbody_md,MD force computation (cutoff),nvidia-gpu,algorithmic,high,0,10.1145/3774934.3786433,HierCut: hierarchical cutoff enabling 16-bit mixed-precision molecular dynamics force kernels,none,,0
PPoPP,2026,High-Throughput Non-uniformly Quantized 3-bit LLM Inference,ml_kernels; dense_la,fused dequantization-GEMM,nvidia-gpu,manual,high,0,10.1145/3774934.3786423,"Quantix: fused dequant+matmul kernel for 3-bit LLM inference, 4.82x over FP16 cuBLAS",verified,https://github.com/yuang-chen/Quantix-PPoPP26,0
PPoPP,2026,MetaAttention: A Unified and Performant Attention Framework across Hardware Backends,ml_kernels,attention,nvidia-gpu; amd-gpu,codegen,high,0,10.1145/3774934.3786444,MetaAttention: unified attention-kernel generation framework across hardware backends,verified,https://github.com/SJTU-IPADS/MetaAttention,16
PPoPP,2026,PANA: A Fine-Grained Runtime-Adaptive Load Balancing for Parallel SpMV on Multicore CPUs,sparse_la,SpMV,cpu,algorithmic,high,2,10.1145/3774934.3786459,PANA: fine-grained runtime-adaptive load balancing for parallel SpMV on multicore CPUs,none,,0
PPoPP,2026,PRISM: An Efficient GPU-Based Lossy Compression Framework for Progressive Data Retrieval with Multi-Level Interpolation,compression,lossy compression; progressive decompression,nvidia-gpu,manual,high,1,10.1145/3774934.3786438,"PRISM: GPU progressive lossy compressor with multi-interpolation and bitplane coding, 20x throughput",none,,0
PPoPP,2026,ROME: Maximizing GPU Efficiency for All-Pairs Shortest Path via Taming Fine-Grained Irregularities,graph,All-Pairs Shortest Path,nvidia-gpu,manual,high,0,10.1145/3774934.3786461,"ROME: spatially/temporally regularizes APSP irregularities on GPU, up to 338x speedup",none,,0
PPoPP,2026,RoMeo: Mitigating Dual-dimensional Outliers with Rotated Mixed Precision Quantization,ml_kernels; dense_la,quantized GEMM,nvidia-gpu,algorithmic,medium,0,10.1145/3774934.3786419,RoMeo: rotated mixed-precision quantization mitigating dual-dimensional outliers for 4-bit LLM GEMM,none,,0
PPoPP,2026,Root-Down Exposure for Maximal Clique Enumeration on GPUs,graph,maximal clique enumeration,nvidia-gpu,manual,high,0,10.1145/3774934.3786449,"RDMCE: root-down exposure load balancing for GPU maximal clique enumeration, up to 5.4x",verified,https://github.com/Pz1996/RDMCE,0
PPoPP,2026,SPIDER: Unleashing Sparse Tensor Cores for Stencil Computation via Strided Swapping,stencil_pde; sparse_la,stencil computation,nvidia-gpu,manual,high,1,10.1145/3774934.3786414,SPIDER: strided swapping reduces sparsity overhead of stencil-as-matmul on sparse tensor cores,verified,https://github.com/KevinWu2017/SPIDER,3
PPoPP,2026,Towards Singular Value Decomposition for Rank-Deficient Matrices: An Efficient and Accurate Algorithm on GPU Architectures,dense_la,SVD; rank-revealing QR,nvidia-gpu,algorithmic,high,1,10.1145/3774934.3786427,"Rank-deficient SVD via Householder QB factorization + mixed precision, up to 6978x over cuSOLVER",none,,0
PPoPP,2026,Trojan Horse: Aggregate-and-Batch for Scaling Up Sparse Direct Solvers on GPU Clusters,sparse_la; solver_components,sparse direct solve,nvidia-gpu; distributed,manual,high,1,10.1145/3774934.3786442,Trojan Horse: aggregate-and-batch small-task execution for sparse direct solvers on GPU clusters,none,,0
PPoPP,2026,VDHA: Vector-Driven Hash Aggregation for Sparse Matrix-Sparse Vector Multiplication on GPUs,sparse_la; graph,SpMSpV,nvidia-gpu,manual,high,0,10.1145/3774934.3786447,"VDHA: block-private hash-aggregation SpMSpV kernel on GPU, 1.4x geomean over baselines",none,,0
TPDS,2026,Accelerating Molecular Dynamics Simulations on ARM Multi-Core Processors,nbody_md,Lennard-Jones force; Tersoff potential; neighbor list,arm-cpu; distributed,manual,high,0,10.1109/TPDS.2026.3660861,"LAMMPS MD force kernels (L-J, Tersoff) optimized for ARM Kunpeng: 4.55x/7.04x over Intel, billion-atom scale",none,,0
TPDS,2026,Accelerating Point Cloud Sampling by Parallel Structure Deconstruction,primitives,farthest point sampling; kNN / LSH neighbor search,other,algorithmic,medium,3,10.1109/TPDS.2025.3622691,"DPS: parallel LSH-based point-cloud sampling, 22x faster than FPS with 10.32x parallel speedup",none,,0
TPDS,2026,Accuracy-Aware Mixed-Precision GPU Auto-Tuning,dense_la,mixed-precision GPU kernel autotuning,nvidia-gpu; amd-gpu,autotuning,high,0,10.1109/TPDS.2026.3659324,"Accuracy-aware extension to Kernel Tuner jointly autotunes FP precision and perf params, up to 12x speedup",none,,0
TPDS,2026,Based on Tensor Core Sparse Kernels Accelerating Deep Neural Networks,sparse_la; dense_la; ml_kernels,SpMM; SDDMM,nvidia-gpu,manual,high,0,10.1109/TPDS.2025.3637268,"TC-CSR sparse format + Tensor Core SpMM/SDDMM kernels, 1.4x over Sputnik, 1.75x sparse Transformer speedup",none,,0
TPDS,2026,CGA: Accelerating BFS Through an Sparsity-Aware Adaptive Framework on Heterogeneous Platforms,sparse_la; graph,SpMSpV; SpMV; BFS,nvidia-gpu; cpu,algorithmic,high,0,10.1109/TPDS.2025.3624289,"CGA: bucket-based SpMSpV kernels + ML CPU/GPU selection for BFS direction optimization, up to 4.9x speedup",none,,0
TPDS,2026,EDTC: Exact Triangle Counting for Dynamic Graphs on GPU,graph; primitives,triangle counting,nvidia-gpu,algorithmic,high,1,10.1109/TPDS.2025.3627974,EDTC: exact hash-based triangle counting for dynamic graphs on GPU with compressed hash tables (UA-CSR),none,,0
TPDS,2026,Flexible Performant Tensor Contractions on GPUs,dense_la; tensor,tensor contraction; GEMM,nvidia-gpu,library,high,0,10.1109/TPDS.2026.3658162,"Flexible Julia GETT tensor-contraction kernels on GPU, competitive with cuTENSOR",none,,0
TPDS,2026,OSLA: A High Performance One-Sided Linear Algebra Library on GPU Architectures,dense_la,LU factorization; Cholesky factorization; QR factorization; GEMM,nvidia-gpu,library,high,0,10.1109/TPDS.2026.3692274,One-sided LU/Cholesky/QR GPU library beating cuSOLVER via tensor-core GEMM emulation,none,,0
TPDS,2026,PHIDE: A Parallel Hybrid Direct-Iterative Eigensolver for Hermitian Eigenvalue Problems,dense_la; solver_components,eigensolver; banded reduction; spectrum slicing,distributed; cpu,algorithmic,high,0,10.1109/TPDS.2025.3623188,"PHIDE: hybrid direct-iterative Hermitian eigensolver skipping tridiagonalization, 1.22x vs ELPA",none,,0
TPDS,2026,SMEStencil: Optimizing High-Order Stencils on ARM Multicore Using SME Unit,stencil_pde,3D high-order stencil,arm-cpu,manual,high,0,10.1109/TPDS.2025.3650515,"SMEStencil: SVE/SME-accelerated 3D high-order stencils on ARM, beats A100 GPU RTM by 1.8x",none,,0
TPDS,2026,Texplorer: Efficient Tensor Program Optimization for GPUs Using a Highly Constrained Search Space,tensor; ml_kernels,tensor program autotuning,nvidia-gpu,autotuning,high,0,10.1109/TPDS.2026.3675079,Texplorer: deterministic pruning + analytical cost model cuts DL tensor-program search 300x,none,,0
TPDS,2026,TianheWare: Degree-Aware Sampling for Large-Scale Graph Learning,sparse_la; graph; ml_kernels,graph sampling; degree-aware sparse format,cpu; distributed,algorithmic,medium,1,10.1109/TPDS.2026.3681468,TianheWare: degree-aware sparse storage format speeding up GraphSAGE neighbor sampling 3.37x,none,,0
TPDS,2026,Vectorized Sequence-Based Chunking for Data Deduplication,primitives,content-defined chunking,cpu,manual,high,0,10.1109/TPDS.2026.3660793,"SeqCDC: SSE/AVX-vectorized content-defined chunking, 10x throughput for deduplication",verified,https://github.com/UWASL/dedup-bench,26
TPDS,2026,cuFalcon: An Adaptive Parallel GPU Implementation for High-Performance Falcon Acceleration,fft_spectral,FFT; ffSampling,nvidia-gpu,manual,high,0,10.1109/TPDS.2026.3675891,"cuFalcon: GPU Falcon post-quantum signing via memory-efficient FFT, 36.7x over reference",verified,https://github.com/encryptorion-lab/cuFalcon,31
TPDS,2026,cuFastTuckerPlusTC: A Stochastic Parallel Sparse FastTucker Decomposition Using GPU Tensor Cores,tensor,Tucker decomposition,nvidia-gpu,algorithmic,high,0,10.1109/TPDS.2025.3636547,cuFastTuckerPlusTC: tensor-core-accelerated stochastic sparse Tucker decomposition on GPU,none,,0
TPDS,2026,mtGEMM: An Efficient GEMM Library for Modern Multi-Core DSPs,dense_la,GEMM,other,library,high,0,10.1109/TPDS.2026.3664114,mtGEMM: GEMM library for multi-core DSPs reaching 92-96% of hardware peak,none,,0
ASPLOS,2025,Accelerating Number Theoretic Transform with Multi-GPU Systems for Efficient Zero Knowledge Proof,fft_spectral,NTT,nvidia-gpu,manual,high,5,10.1145/3669940.3707241,Multi-GPU NTT with reduced inter-GPU communication for zero-knowledge proof generation,none,,0
ASPLOS,2025,BQSim: GPU-accelerated Batch Quantum Circuit Simulation using Decision Diagram,tensor,quantum circuit simulation,nvidia-gpu,algorithmic,high,7,10.1145/3676641.3715984,GPU batch quantum-circuit simulation via decision diagrams; 3.25-311x over cuQuantum/Qiskit/FlatDD,none,,0
ASPLOS,2025,BatchZK: A Fully Pipelined GPU-Accelerated System for Batch Generation of Zero-Knowledge Proofs,fft_spectral; primitives,NTT; MSM,nvidia-gpu,manual,high,8,10.1145/3669940.3707270,Fully pipelined GPU kernels (NTT/MSM modules) for high-throughput batch zero-knowledge proof generation,none,,0
ASPLOS,2025,COMET: Towards Practical W4A4KV4 LLMs Serving,dense_la; ml_kernels,mixed-precision GEMM (W4A4/W4A8),nvidia-gpu,manual,high,5,10.1145/3676641.3716252,"W4Ax INT4 tensor-core GEMM kernel + FMPQ quantization; 2.88x over cuBLAS, 2.02x over TensorRT-LLM",none,,0
ASPLOS,2025,Efficient Lossless Compression of Scientific Floating-Point Data on CPUs and GPUs,compression,lossless compression; decompression,cpu; nvidia-gpu,algorithmic,high,14,10.1145/3669940.3707280,Four CPU/GPU-portable lossless FP compressors; >500 GB/s on RTX 4090 with top compression ratios,none,,0
ASPLOS,2025,Einsum Trees: An Abstraction for Optimizing the Execution of Tensor Expressions,tensor,tensor contraction; einsum,cpu; arm-cpu,codegen,high,0,10.1145/3676641.3716254,Einsum Tree IR globally optimizes data layout of contraction paths on Arm and x86 CPUs,verified,https://github.com/scalable-analyses/et_asplos25,0
ASPLOS,2025,Exo 2: Growing a Scheduling Language,dense_la,GEMM; BLAS-like kernels,cpu; arm-cpu,codegen,high,6,10.1145/3669940.3707218,User-extensible scheduling language; 80+ high-performance kernels competitive with SOTA on 3 platforms,verified,https://github.com/exo-lang/exo,735
ASPLOS,2025,Generalizing Reuse Patterns for Efficient DNN on Microcontrollers,ml_kernels,DNN inference (conv/GEMM computation reuse),arm-cpu,algorithmic,medium,2,10.1145/3676641.3716257,Generalized computation reuse via row/column reordering speeds DNN inference 1.03-2.2x on MCUs,none,,0
ASPLOS,2025,Mosaic: Exploiting Instruction-Level Parallelism on Deep Learning Accelerators with iTex Tessellation,ml_kernels; tensor,DL tensor operators (GEMM/conv),other,codegen,medium,1,10.1145/3676641.3716262,Compiler tessellates tensor ops across scalar/vector/tensor units concurrently for higher ILP,none,,0
ASPLOS,2025,POD-Attention: Unlocking Full Prefill-Decode Overlap for Faster LLM Inference,ml_kernels,attention,nvidia-gpu,manual,high,13,10.1145/3676641.3715996,First GPU attention kernel fusing prefill and decode of hybrid batches on one SM; up to 59% faster attention.,none,,0
ASPLOS,2025,Pruner: A Draft-then-Verify Exploration Mechanism to Accelerate Tensor Program Tuning,ml_kernels; tensor,tensor programs; DNN operators,nvidia-gpu,autotuning,medium,3,10.1145/3676641.3716269,"Draft-then-verify search speeds tensor-program autotuning, finding fast DNN kernels with fewer cost-model queries.",verified,https://github.com/qiaolian9/Pruner,13
ASPLOS,2025,RASSM: Residue-based Acceleration of Single Sparse Matrix Computation via Adaptive Tiling,sparse_la,SpMM; SDDMM; SpMV; SpTRSV,cpu,algorithmic,high,1,10.1145/3669940.3707219,"Residue-guided adaptive 2D tiling for CPU sparse kernels; 1.36x over MKL SpMM, beats ASpT and J-Stream.",verified,https://github.com/gt-tinker/RASSM,2
ASPLOS,2025,TempGraph: An Efficient Chain-driven Temporal Graph Computing Framework on the GPU,graph,temporal path traversal,nvidia-gpu,algorithmic,medium,0,10.1145/3676642.3736116,Chain-driven GPU temporal-path computation; 3.0-16.2x over state-of-the-art GPU temporal graph solutions.,none,,0
ASPLOS,2025,Voyager: Input-Adaptive Algebraic Transformations for High-Performance Graph Neural Networks,ml_kernels; sparse_la,SpMM; GNN aggregation,nvidia-gpu,codegen,medium,1,10.1145/3676642.3736121,Input-adaptive operator reordering/fusion transformations generating faster GNN (SpMM-like) computations.,none,,0
